percentiles,hv10,hv120,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivmean10,ivmean1080,ivmean120,ivmean150,ivmean180,ivmean20,ivmean270,ivmean30,ivmean360,ivmean60,ivmean720,ivmean90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv20,phv30,phv60,phv90
52,0.3137,0.3898,0.33,0.34438,0.37028,0.3813,0.4003,0.397328,0.395028,0.395914,0.397514,0.399714,0.397328,0.3998,0.397328,0.3930700000000001,0.397328,0.392414,0.4071,0.4034,0.400837,0.400937,0.4025,0.405911,0.4034,0.405337,0.4034,0.399137,0.4034,0.397737,0.409243,0.4065,0.403943,0.4046,0.4057,0.409243,0.4065,0.408243,0.4065,0.4019,0.4065,0.4021,0.3203169999999999,0.349,0.330328,0.3394,0.3552,0.35912
53,0.3161,0.391172,0.332694,0.34758,0.3732,0.385218,0.402552,0.398352,0.3964,0.397052,0.3984,0.401452,0.398352,0.402052,0.398352,0.395,0.398352,0.393904,0.408766,0.4042,0.4019,0.402332,0.403566,0.408866,0.4042,0.4075,0.4042,0.400566,0.4042,0.3998,0.411748,0.407948,0.405674,0.4061,0.406974,0.4116,0.407948,0.411174,0.407948,0.403522,0.407948,0.403274,0.3241240000000001,0.3505,0.333756,0.341922,0.357988,0.36176
54,0.318995,0.39408,0.337755,0.3504,0.3772,0.387845,0.40509,0.39959,0.3983899999999999,0.39809,0.3996,0.40447,0.39959,0.40458,0.39959,0.397,0.39959,0.39557,0.4108,0.405295,0.403195,0.403695,0.404495,0.410795,0.405295,0.4094,0.405295,0.4022,0.405295,0.401595,0.414305,0.409305,0.4071,0.407105,0.4087,0.414305,0.409305,0.413505,0.409305,0.405715,0.409305,0.4045,0.3272899999999999,0.352545,0.33614,0.344855,0.361255,0.3636
55,0.323984,0.3953,0.3404,0.3535,0.38078,0.39,0.408184,0.400428,0.3999,0.399628,0.4008,0.407328,0.400428,0.405984,0.400428,0.3991400000000001,0.400428,0.397428,0.4132,0.406248,0.404824,0.4048,0.4058,0.412448,0.406248,0.411224,0.406248,0.4035,0.406248,0.403148,0.417236,0.410336,0.408536,0.408236,0.4099,0.417336,0.410336,0.415,0.410336,0.4072,0.410336,0.4061,0.330536,0.3541,0.339228,0.347772,0.363316,0.3658
56,0.329119,0.3974,0.343577,0.35764,0.38582,0.394723,0.410666,0.4021,0.4014,0.4011,0.401766,0.4103,0.4021,0.408098,0.4021,0.402298,0.4021,0.4001,0.416,0.4074,0.4061060000000001,0.4059,0.4072,0.4147120000000001,0.4074,0.4134,0.4074,0.404853,0.4074,0.4061,0.4191,0.4117,0.4099669999999999,0.409767,0.411067,0.4193,0.4117,0.4173,0.4117,0.4094669999999999,0.4117,0.407534,0.332673,0.3578810000000001,0.342132,0.350717,0.365,0.36696
57,0.332762,0.399544,0.3467919999999999,0.36132,0.389,0.397662,0.412812,0.4029,0.403104,0.402,0.402608,0.412708,0.4029,0.4105,0.4029,0.403908,0.4029,0.401904,0.4182,0.4082,0.4078639999999999,0.4067,0.4079819999999999,0.417564,0.4082,0.4145,0.4082,0.4075,0.4082,0.4079819999999999,0.4215939999999999,0.412996,0.411298,0.411098,0.4123,0.421698,0.412996,0.4196,0.412996,0.4114,0.412996,0.4101,0.3367239999999999,0.364,0.3447,0.352894,0.367738,0.3683
58,0.3362509999999999,0.4021,0.350433,0.3654,0.3917799999999999,0.4008009999999999,0.415684,0.404042,0.404684,0.4039,0.404,0.4150419999999999,0.404042,0.4129839999999999,0.404042,0.4057,0.404042,0.4034,0.4200109999999999,0.4090109999999999,0.409,0.408211,0.4087,0.4194,0.4090109999999999,0.4172,0.4090109999999999,0.4099109999999999,0.4090109999999999,0.409611,0.4237,0.414329,0.4129,0.4121,0.413829,0.424,0.414329,0.4216,0.414329,0.413029,0.414329,0.412129,0.338951,0.365421,0.348,0.357079,0.371295,0.3699
59,0.3395199999999999,0.40356,0.35466,0.369,0.3939,0.40384,0.4184,0.40528,0.40598,0.405,0.40518,0.41788,0.40528,0.4148,0.40528,0.40718,0.40528,0.40558,0.4224,0.41014,0.4104599999999999,0.4091,0.4096,0.4215399999999999,0.41014,0.4191399999999999,0.41014,0.4113399999999999,0.41014,0.41114,0.42636,0.41562,0.4142,0.41396,0.41476,0.42636,0.41562,0.4241,0.41562,0.41486,0.41562,0.4132,0.3429399999999999,0.36894,0.3511599999999999,0.35986,0.3746,0.3716
60,0.343129,0.4074939999999999,0.3580489999999999,0.37256,0.39648,0.407358,0.421618,0.4071,0.407,0.407,0.4066,0.4205,0.4071,0.416772,0.4071,0.409718,0.4071,0.4078,0.424769,0.411069,0.411769,0.410269,0.4108,0.424069,0.411069,0.421338,0.411069,0.413769,0.411069,0.412669,0.429691,0.416791,0.415391,0.415491,0.4159,0.428991,0.416791,0.4254,0.416791,0.4167,0.416791,0.4148,0.3465,0.372459,0.3537,0.362723,0.3784,0.3727399999999999
61,0.345818,0.411016,0.362788,0.3753,0.3988,0.410618,0.423956,0.4082,0.4089,0.4081,0.408056,0.4232,0.4082,0.419412,0.4082,0.411956,0.4082,0.4091,0.427996,0.4124,0.413198,0.411798,0.411898,0.42629,0.4124,0.423896,0.4124,0.415996,0.4124,0.4138,0.4328,0.417622,0.417122,0.417,0.417,0.432322,0.417622,0.428,0.417622,0.4178,0.417622,0.416088,0.348854,0.3746,0.3572,0.366522,0.380764,0.37546
62,0.350621,0.416734,0.366481,0.38068,0.4011,0.4131,0.426294,0.4094,0.4101,0.4094,0.409194,0.425782,0.4094,0.422082,0.4094,0.413894,0.4094,0.4109939999999999,0.429727,0.4134,0.414854,0.4132,0.413,0.428554,0.4134,0.426027,0.4134,0.417881,0.4134,0.414827,0.434953,0.4195529999999999,0.4185,0.418153,0.418353,0.434253,0.4195529999999999,0.4310529999999999,0.4195529999999999,0.4196,0.4195529999999999,0.4182,0.351521,0.3794,0.358988,0.3692029999999999,0.383143,0.3777
63,0.354696,0.4194,0.369968,0.38424,0.40284,0.415396,0.429332,0.4104,0.411732,0.4106,0.4101,0.4290319999999999,0.4104,0.4245,0.4104,0.4164319999999999,0.4104,0.4127,0.433056,0.4148,0.416356,0.414456,0.414256,0.431956,0.4148,0.4284,0.4148,0.419156,0.4148,0.4162,0.437552,0.4205839999999999,0.4197,0.4192,0.4195839999999999,0.436268,0.4205839999999999,0.4328,0.4205839999999999,0.421768,0.4205839999999999,0.420168,0.354184,0.382316,0.3625319999999999,0.3734879999999999,0.3871,0.37956
64,0.3589900000000002,0.42447,0.374255,0.388,0.405,0.41937,0.43244,0.4113,0.41327,0.41187,0.4115,0.43217,0.4113,0.4269,0.4113,0.41888,0.4113,0.415,0.43574,0.416,0.417955,0.416,0.415285,0.434685,0.416,0.430525,0.416,0.42077,0.416,0.417485,0.440245,0.422,0.421315,0.4202,0.4211,0.4386,0.422,0.43473,0.422,0.42423,0.422,0.421515,0.356985,0.3841,0.36562,0.377165,0.38893,0.3814
65,0.362544,0.427488,0.377626,0.3917,0.40846,0.421574,0.436116,0.412308,0.414408,0.4132,0.412708,0.434816,0.412308,0.429816,0.412308,0.421208,0.412308,0.4164,0.440256,0.417214,0.419114,0.4178,0.417314,0.4388,0.417214,0.432814,0.417214,0.422614,0.417214,0.4196,0.443392,0.4234,0.423246,0.4216,0.422346,0.441946,0.4234,0.437492,0.4234,0.426446,0.4234,0.4236,0.360522,0.3858,0.370924,0.382146,0.391778,0.383
66,0.367426,0.430506,0.382358,0.39622,0.41126,0.423713,0.438192,0.4138,0.4164,0.414346,0.414046,0.437446,0.4138,0.432684,0.4138,0.4236,0.4138,0.417946,0.4427,0.418543,0.4204,0.418886,0.419143,0.4416,0.418543,0.434843,0.418543,0.425043,0.418543,0.4206,0.446177,0.4249,0.424477,0.4231,0.423731,0.444654,0.4249,0.440654,0.4249,0.427977,0.4249,0.425054,0.366,0.3879,0.375292,0.384954,0.3932,0.38458
67,0.370952,0.434724,0.3892,0.4009,0.41364,0.426052,0.440884,0.414868,0.417984,0.415868,0.415,0.439584,0.414868,0.435568,0.414868,0.425168,0.414868,0.418784,0.445888,0.419672,0.421672,0.420672,0.420472,0.444472,0.419672,0.438944,0.419672,0.426744,0.419672,0.422316,0.450316,0.426808,0.426,0.4245,0.4256,0.448416,0.426808,0.4437,0.426808,0.429708,0.426808,0.426708,0.369304,0.390084,0.381004,0.389708,0.3961,0.386
68,0.3766509999999998,0.437642,0.3943029999999999,0.4072199999999999,0.4172999999999998,0.4294639999999999,0.4436219999999999,0.4163219999999999,0.419,0.4174,0.4168219999999999,0.4414099999999999,0.4163219999999999,0.4376,0.4163219999999999,0.4270219999999999,0.4163219999999999,0.4201659999999999,0.4504,0.4211009999999999,0.4229009999999999,0.4224,0.4226,0.448003,0.4211009999999999,0.4424,0.4211009999999999,0.4292,0.4211009999999999,0.423901,0.4533,0.429,0.4274389999999999,0.4263389999999999,0.4276169999999999,0.4512389999999999,0.429,0.4462389999999999,0.429,0.4314389999999999,0.429,0.4278,0.3730409999999999,0.3931,0.3875719999999999,0.394489,0.3987179999999999,0.38796
69,0.382,0.43936,0.3964,0.4126,0.4225,0.4341899999999999,0.446,0.41762,0.4204,0.41886,0.4184,0.4442,0.41762,0.4400199999999999,0.41762,0.42846,0.41762,0.42182,0.45386,0.423,0.42449,0.42373,0.42386,0.451,0.423,0.44466,0.423,0.4314,0.423,0.42549,0.4559,0.4304699999999999,0.4289699999999999,0.42834,0.4295,0.4544,0.4304699999999999,0.44937,0.4304699999999999,0.4330799999999999,0.4304699999999999,0.42944,0.3765899999999999,0.3949,0.39218,0.4012899999999998,0.40134,0.3903
70,0.387619,0.4419,0.401754,0.4205799999999999,0.42656,0.436969,0.4487,0.419298,0.421598,0.4205,0.4205979999999999,0.447198,0.419298,0.442798,0.419298,0.430294,0.419298,0.423598,0.4578359999999999,0.424659,0.4265,0.4261,0.4261,0.454,0.424659,0.4493,0.424659,0.4325589999999999,0.424659,0.426659,0.458504,0.4321009999999999,0.4305009999999999,0.4308,0.431301,0.457,0.4321009999999999,0.452401,0.4321009999999999,0.4352,0.4321009999999999,0.4316,0.3825139999999999,0.3986,0.398696,0.407304,0.404231,0.39404
71,0.393608,0.44956,0.4072639999999999,0.42818,0.43022,0.440532,0.4529159999999999,0.4206359999999999,0.4232,0.4226359999999999,0.4223,0.4495719999999999,0.4206359999999999,0.446136,0.4206359999999999,0.431872,0.4206359999999999,0.4255359999999999,0.4614399999999999,0.4264,0.4278,0.4278,0.428,0.4582,0.4264,0.4522879999999999,0.4264,0.4346399999999999,0.4264,0.429,0.463132,0.434592,0.431932,0.432432,0.433164,0.4602,0.434592,0.454764,0.434592,0.437,0.434592,0.4332,0.3884719999999999,0.4001,0.4062879999999999,0.4115,0.4069679999999999,0.3965
72,0.397676,0.45347,0.412761,0.4328,0.4364,0.445994,0.458722,0.422622,0.425174,0.4245,0.4239,0.453874,0.422622,0.4487,0.422622,0.433274,0.422622,0.426974,0.4644169999999999,0.4284,0.429517,0.429017,0.429217,0.4614169999999999,0.4284,0.455117,0.4284,0.436417,0.4284,0.4308,0.465989,0.437,0.434,0.4343,0.4356629999999999,0.463526,0.437,0.456963,0.437,0.4394,0.437,0.4347,0.394097,0.4019,0.412772,0.4172,0.4079529999999999,0.40152
73,0.4049439999999999,0.457432,0.4198,0.441,0.44528,0.451872,0.4628,0.4241,0.426712,0.4258,0.4257,0.4593359999999999,0.4241,0.451112,0.4241,0.4359,0.4241,0.4289239999999999,0.467846,0.430392,0.431492,0.431092,0.4308,0.464676,0.430392,0.459492,0.430392,0.438246,0.430392,0.4326,0.467988,0.438882,0.435788,0.4356879999999999,0.437076,0.4661,0.438882,0.461488,0.438882,0.4416,0.438882,0.4374,0.4,0.4035,0.417,0.42097,0.4091,0.4047
74,0.412225,0.46035,0.428475,0.4478,0.4491,0.4569499999999999,0.4669,0.4256,0.42875,0.42725,0.42705,0.4636,0.4256,0.45745,0.4256,0.4375,0.4256,0.4309,0.470875,0.43235,0.433475,0.432975,0.43235,0.46765,0.43235,0.462575,0.43235,0.439675,0.43235,0.4346,0.4723,0.441025,0.4374,0.437825,0.439625,0.469,0.441025,0.464225,0.441025,0.4438,0.441025,0.4397,0.40645,0.4068,0.4207,0.424575,0.410575,0.4066
75,0.421664,0.463268,0.434212,0.45404,0.45182,0.461164,0.470964,0.427476,0.430388,0.428876,0.428764,0.468088,0.427476,0.4618879999999999,0.427476,0.439376,0.427476,0.433088,0.474204,0.434104,0.435304,0.4346,0.4339,0.470512,0.434104,0.4651,0.434104,0.441204,0.434104,0.436804,0.475412,0.443312,0.439356,0.4399,0.441768,0.472168,0.443312,0.4673,0.443312,0.4463,0.443312,0.4411,0.415256,0.408088,0.424288,0.4304679999999999,0.412736,0.40892
76,0.4273829999999999,0.467972,0.442295,0.4568400000000001,0.4583,0.465742,0.47523,0.430326,0.4325259999999999,0.430926,0.430552,0.4728,0.430326,0.465752,0.430326,0.441826,0.430326,0.435452,0.477666,0.435899,0.436933,0.4364659999999999,0.435033,0.473933,0.435899,0.4679989999999999,0.435899,0.443866,0.435899,0.439333,0.478787,0.445787,0.440687,0.4411,0.443774,0.4747,0.445787,0.470787,0.445787,0.4484,0.445787,0.4425,0.4196,0.4103,0.4306,0.435074,0.4149,0.4136599999999999
77,0.43651,0.4730159999999999,0.451658,0.46058,0.4668,0.473126,0.478964,0.4319,0.4336,0.433428,0.432864,0.477364,0.4319,0.468928,0.4319,0.444064,0.4319,0.437464,0.481624,0.4376,0.438724,0.438,0.437062,0.4776,0.4376,0.4719480000000001,0.4376,0.4456,0.4376,0.441362,0.481918,0.446718,0.4435,0.443418,0.4466,0.477972,0.446718,0.474218,0.446718,0.450818,0.446718,0.4453,0.427342,0.411964,0.438228,0.4434,0.417216,0.4164
78,0.4426,0.493844,0.459711,0.47208,0.47604,0.4786,0.482206,0.434204,0.435806,0.435602,0.434902,0.4801,0.434204,0.47281,0.434204,0.4466,0.434204,0.439002,0.484591,0.439991,0.440891,0.439582,0.439582,0.481182,0.439991,0.4751,0.439991,0.448,0.439991,0.443,0.485849,0.449649,0.4449,0.446198,0.4489,0.481749,0.449649,0.4766,0.449649,0.4532,0.449649,0.447298,0.434562,0.4148,0.446304,0.447,0.420538,0.4186
79,0.45228,0.50488,0.4729800000000001,0.4797,0.4799,0.4842,0.4867,0.43584,0.43884,0.43704,0.43664,0.4829,0.43584,0.47644,0.43584,0.4487399999999999,0.43584,0.44114,0.48992,0.44252,0.44216,0.44142,0.44212,0.48584,0.44252,0.47764,0.44252,0.4519,0.44252,0.44492,0.48888,0.4515,0.44688,0.4485,0.45028,0.48476,0.4515,0.4801,0.4515,0.45616,0.4515,0.45088,0.44122,0.41708,0.45154,0.4512,0.42288,0.4203
80,0.4615720000000001,0.518158,0.485464,0.4893600000000003,0.4868200000000001,0.4916720000000001,0.490978,0.437678,0.440778,0.439078,0.4388,0.487,0.437678,0.4796120000000001,0.437678,0.452,0.437678,0.444156,0.494349,0.4449,0.445149,0.443349,0.445449,0.490298,0.4449,0.481098,0.4449,0.454149,0.4449,0.4468,0.493611,0.453311,0.449111,0.450711,0.4521,0.488611,0.453311,0.482011,0.453311,0.4606,0.453311,0.452822,0.4462990000000001,0.422739,0.4599680000000001,0.454361,0.4245,0.4231
81,0.4707859999999998,0.5199,0.494934,0.4989,0.4901399999999999,0.5035799999999998,0.4953,0.440916,0.4427,0.440432,0.4409,0.491332,0.440916,0.484,0.440916,0.4544479999999999,0.440916,0.446416,0.4973,0.4474,0.446578,0.4456,0.447578,0.494978,0.4474,0.485134,0.4474,0.457234,0.4474,0.4489,0.499542,0.4552,0.4518419999999999,0.453142,0.4548419999999999,0.492368,0.4552,0.4846,0.4552,0.4636,0.4552,0.4551,0.455698,0.427458,0.4707,0.4587099999999999,0.427306,0.42644
82,0.480287,0.5282939999999999,0.507042,0.5072399999999999,0.49506,0.5214769999999987,0.498754,0.444154,0.445008,0.4425,0.443554,0.4955,0.444154,0.489354,0.444154,0.458,0.444154,0.4485,0.500714,0.449607,0.4478069999999999,0.448021,0.4493,0.4982069999999999,0.449607,0.4897,0.449607,0.4607,0.449607,0.451507,0.502973,0.4577,0.454773,0.4549,0.4568,0.498892,0.4577,0.4871,0.4577,0.466,0.4577,0.457673,0.4621479999999999,0.431354,0.4775,0.463369,0.4317149999999999,0.4305
83,0.495212,0.5375,0.5225399999999999,0.51212,0.5015,0.559676,0.503576,0.445992,0.4469,0.4456839999999999,0.446492,0.4996519999999999,0.445992,0.493292,0.445992,0.462,0.445992,0.4515519999999999,0.505944,0.4517359999999999,0.4498,0.4502359999999999,0.4518,0.5023,0.4517359999999999,0.4934719999999999,0.4517359999999999,0.463472,0.4517359999999999,0.454136,0.507908,0.459712,0.4583,0.457304,0.4585,0.503204,0.459712,0.490012,0.459712,0.4692159999999999,0.459712,0.4606,0.4713,0.4346919999999999,0.4820439999999998,0.4689239999999999,0.437648,0.4340199999999999
84,0.5061099999999998,0.5417,0.529395,0.5157,0.5154,0.5826949999999999,0.50778,0.4479,0.44943,0.44846,0.44913,0.50424,0.4479,0.4972,0.4479,0.46653,0.4479,0.45409,0.5101249999999999,0.453865,0.4522599999999999,0.452265,0.454965,0.5072,0.453865,0.49623,0.453865,0.467165,0.453865,0.4566,0.513805,0.461935,0.460235,0.460135,0.461135,0.5073849999999999,0.461935,0.4946399999999999,0.461935,0.4720049999999999,0.461935,0.4633,0.4875,0.44393,0.4864,0.4748099999999999,0.4402,0.4371
85,0.515562,0.544944,0.54021,0.5227,0.5444199999999999,0.589808,0.51324,0.451668,0.452068,0.450468,0.451736,0.5092679999999999,0.451668,0.501404,0.451668,0.470568,0.451668,0.456868,0.513,0.457188,0.455994,0.455588,0.4568939999999999,0.5107,0.457188,0.498394,0.457188,0.4706,0.457188,0.459182,0.518866,0.464066,0.462998,0.4626,0.463666,0.5146,0.464066,0.500032,0.464066,0.4756,0.464066,0.466432,0.500386,0.449502,0.4919,0.4784,0.4476,0.4414
86,0.5358450000000001,0.550066,0.5566010000000001,0.53064,0.55794,0.598,0.519806,0.453806,0.45553,0.455012,0.454918,0.5156059999999999,0.453806,0.5068,0.453806,0.472906,0.453806,0.460412,0.518446,0.4597,0.4583689999999999,0.459046,0.4589,0.515423,0.4597,0.5044379999999999,0.4597,0.474823,0.4597,0.4625,0.523688,0.4658,0.465488,0.465,0.465197,0.5187970000000001,0.4658,0.5038,0.4658,0.479697,0.4658,0.4694,0.5141020000000001,0.4636849999999998,0.4991479999999999,0.481982,0.4545559999999999,0.44808
87,0.5530999999999998,0.561704,0.5691919999999999,0.54156,0.6230799999999999,0.6033,0.526344,0.4561,0.459132,0.459308,0.457932,0.521132,0.4561,0.5107320000000001,0.4561,0.4761,0.4561,0.462744,0.524652,0.461704,0.4625559999999999,0.461464,0.4615039999999999,0.521508,0.461704,0.509416,0.461704,0.478812,0.461704,0.4670559999999999,0.530368,0.4689279999999999,0.468428,0.467556,0.467528,0.523228,0.4689279999999999,0.510456,0.4689279999999999,0.483,0.4689279999999999,0.4728,0.524492,0.475,0.5051840000000001,0.487512,0.462368,0.4556
88,0.5705030000000001,0.5678019999999999,0.584043,0.55244,0.68928,0.606913,0.532646,0.4602279999999999,0.463,0.4636,0.4623819999999999,0.528582,0.4602279999999999,0.5157820000000001,0.4602279999999999,0.480882,0.4602279999999999,0.4678,0.5328,0.464405,0.465662,0.464981,0.463781,0.525362,0.464405,0.515781,0.464405,0.4826,0.464405,0.4712,0.536,0.4719589999999999,0.4731359999999999,0.4714589999999999,0.4715,0.5295359999999999,0.4719589999999999,0.518195,0.4719589999999999,0.488118,0.4719589999999999,0.476018,0.534826,0.482382,0.518164,0.491209,0.470916,0.4691000000000001
89,0.5925500000000002,0.572,0.59422,0.5691,0.6952,0.60982,0.54162,0.46394,0.46882,0.46702,0.46532,0.5345,0.46394,0.52314,0.46394,0.48826,0.46394,0.4721,0.54061,0.46733,0.47114,0.46775,0.4664,0.5329300000000001,0.46733,0.5198100000000001,0.46733,0.48913,0.46733,0.4745,0.5434300000000001,0.47529,0.4779,0.4750500000000001,0.47509,0.5359100000000001,0.47529,0.52562,0.47529,0.49455,0.47529,0.48157,0.5481000000000001,0.4889,0.52676,0.4971,0.47797,0.4949
90,0.615377,0.5839460000000002,0.6013720000000001,0.58682,0.7057400000000001,0.615549,0.5499160000000001,0.468474,0.474532,0.470032,0.468858,0.5429900000000001,0.468474,0.529616,0.468474,0.4977220000000001,0.468474,0.478032,0.546012,0.4705510000000001,0.4755,0.470739,0.470078,0.540639,0.4705510000000001,0.525639,0.4705510000000001,0.4935120000000001,0.4705510000000001,0.479617,0.5525730000000001,0.480063,0.483794,0.4808,0.480921,0.542947,0.480063,0.530747,0.480063,0.499184,0.480063,0.488963,0.564199,0.492316,0.538548,0.502571,0.505663,0.5071200000000001
91,0.64514,0.5948680000000001,0.6133,0.6138400000000002,0.71706,0.619888,0.556996,0.473672,0.481088,0.476288,0.4737,0.55048,0.473672,0.53666,0.473672,0.5069520000000001,0.473672,0.49108,0.555804,0.476672,0.480604,0.475804,0.47584,0.546636,0.476672,0.532304,0.476672,0.499404,0.476672,0.48644,0.565008,0.485452,0.492112,0.485656,0.485304,0.553808,0.485452,0.538808,0.485452,0.5053519999999999,0.485452,0.497756,0.578776,0.497084,0.5485,0.5109159999999999,0.519636,0.51142
92,0.6704080000000001,0.601774,0.6250650000000001,0.6688600000000007,0.7221,0.627427,0.5745680000000001,0.4798040000000001,0.4899720000000001,0.483968,0.481334,0.561134,0.4798040000000001,0.5487360000000001,0.4798040000000001,0.514738,0.4798040000000001,0.499202,0.561794,0.4797,0.488179,0.482979,0.480794,0.5574,0.4797,0.540585,0.4797,0.5072909999999999,0.4797,0.497991,0.5772,0.4913640000000001,0.500383,0.496383,0.493715,0.566532,0.4913640000000001,0.5470320000000001,0.4913640000000001,0.5149620000000003,0.4913640000000001,0.5075810000000002,0.590308,0.503134,0.5590440000000002,0.531499,0.531538,0.51832
93,0.7156899999999997,0.6423079999999995,0.6543059999999999,0.7616999999999998,0.7247,0.6491559999999998,0.5894599999999999,0.4881319999999999,0.5013159999999999,0.4941159999999999,0.4889879999999999,0.5774359999999997,0.4881319999999999,0.5582599999999999,0.4881319999999999,0.5224439999999999,0.4881319999999999,0.5131599999999998,0.57273,0.486326,0.499652,0.492604,0.489226,0.564686,0.486326,0.5517519999999999,0.486326,0.5197780000000001,0.486326,0.5112,0.5882599999999995,0.5029,0.510714,0.506656,0.5052239999999998,0.5798,0.5029,0.554542,0.5029,0.523914,0.5029,0.5194699999999999,0.6046559999999997,0.5096860000000001,0.572272,0.539828,0.5481399999999998,0.5263599999999999
94,0.7503499999999996,0.6606799999999998,0.7312199999999991,0.8553,0.7323,0.657605,0.6073399999999999,0.50068,0.5153999999999999,0.5109699999999998,0.50712,0.59283,0.50068,0.57441,0.50068,0.5314599999999999,0.50068,0.5248,0.58868,0.5026549999999999,0.51853,0.5135949999999999,0.50782,0.5797349999999999,0.5026549999999999,0.559265,0.5026549999999999,0.528655,0.5026549999999999,0.525755,0.6031,0.5152349999999999,0.5255599999999999,0.5229899999999996,0.5183499999999999,0.5870449999999999,0.5152349999999999,0.570425,0.5152349999999999,0.533835,0.5152349999999999,0.5292949999999998,0.61742,0.5188,0.57956,0.5601,0.5698649999999998,0.5334
95,0.7945159999999998,0.6946,0.8337719999999998,0.93188,0.7382,0.6613199999999999,0.621692,0.520436,0.5298,0.526744,0.524836,0.6146480000000001,0.520436,0.589792,0.520436,0.547428,0.520436,0.53374,0.614736,0.525036,0.5326919999999999,0.531384,0.5297,0.5971759999999999,0.525036,0.56834,0.525036,0.5424199999999999,0.525036,0.5379039999999999,0.619576,0.52928,0.537612,0.5366,0.5348,0.602264,0.52928,0.583332,0.52928,0.54572,0.52928,0.542976,0.6392719999999993,0.523524,0.587504,0.582276,0.5793159999999999,0.5447799999999999
96,0.861532,0.7006680000000001,0.986617,0.9471799999999996,0.74084,0.7130489999999999,0.6471879999999999,0.532486,0.541258,0.539244,0.535658,0.629502,0.532486,0.6070439999999999,0.532486,0.56243,0.532486,0.548886,0.6308289999999995,0.535339,0.546426,0.544039,0.541665,0.619126,0.535339,0.5954130000000001,0.535339,0.5538519999999999,0.535339,0.5499039999999998,0.644635,0.5388139999999999,0.5517469999999999,0.548184,0.5455559999999999,0.631614,0.5388139999999999,0.599391,0.5388139999999999,0.5589069999999999,0.5388139999999999,0.554321,0.6696599999999999,0.528543,0.6119039999999999,0.6191389999999998,0.586934,0.5567399999999999
97,0.96097,0.7141279999999999,1.152582,0.96666,0.7672799999999997,0.7337100000000001,0.66842,0.5419240000000001,0.561812,0.557624,0.5491240000000001,0.658624,0.5419240000000001,0.62704,0.5419240000000001,0.579512,0.5419240000000001,0.568168,0.653452,0.5478360000000001,0.5599360000000001,0.5588560000000001,0.553442,0.638226,0.5478360000000001,0.6096,0.5478360000000001,0.575756,0.5478360000000001,0.5620040000000001,0.679276,0.553676,0.566376,0.565452,0.5590659999999998,0.6627699999999999,0.553676,0.6228,0.553676,0.5768659999999999,0.553676,0.5671899999999999,0.7215560000000001,0.552324,0.657296,0.6605759999999999,0.594256,0.5674600000000001
98,1.6308870000000002,0.744728,1.1883,0.98878,0.78662,0.8020269999999999,0.7409859999999999,0.5704559999999996,0.5877859999999999,0.5806339999999999,0.5704559999999996,0.6947299999999998,0.5704559999999996,0.6601299999999998,0.5704559999999996,0.6182819999999999,0.5704559999999996,0.5951839999999996,0.7080080000000002,0.5764940000000001,0.5888420000000004,0.5816660000000001,0.5764940000000001,0.6705630000000002,0.5764940000000001,0.6354230000000001,0.5764940000000001,0.609975,0.5764940000000001,0.5980350000000003,0.741897,0.582438,0.5942330000000008,0.5830210000000001,0.5837420000000001,0.7064730000000001,0.582438,0.663607,0.582438,0.6086490000000001,0.582438,0.5947260000000009,0.7754870000000003,0.5907819999999998,0.7197399999999998,0.6709980000000002,0.607895,0.5977
